,0
4293,<=50K
4294,<=50K
4295,<=50K
4296,<=50K
4297,>50K
4298,<=50K
4299,<=50K
4300,<=50K
4301,>50K
4302,<=50K
4303,>50K
4304,<=50K
4305,<=50K
4306,<=50K
4307,<=50K
4308,<=50K
4309,<=50K
4310,<=50K
4311,<=50K
4312,<=50K
4313,<=50K
4314,<=50K
4315,<=50K
4316,<=50K
4317,<=50K
4318,<=50K
4319,>50K
4320,<=50K
4321,>50K
4322,<=50K
4323,<=50K
4324,>50K
4325,>50K
4326,<=50K
4327,<=50K
4328,<=50K
4329,>50K
4330,<=50K
4331,<=50K
4332,<=50K
4333,<=50K
4334,<=50K
4335,>50K
4336,<=50K
4337,<=50K
4338,<=50K
4339,<=50K
4340,<=50K
4341,>50K
4342,<=50K
4343,<=50K
4344,<=50K
4345,<=50K
4346,<=50K
4347,>50K
4348,<=50K
4349,<=50K
4350,<=50K
4351,<=50K
4352,<=50K
4353,>50K
4354,<=50K
4355,<=50K
4356,>50K
4357,<=50K
4358,<=50K
4359,<=50K
4360,<=50K
4361,<=50K
4362,<=50K
4363,<=50K
4364,>50K
4365,<=50K
4366,<=50K
4367,<=50K
4368,<=50K
4369,<=50K
4370,<=50K
4371,<=50K
4372,<=50K
4373,<=50K
4374,<=50K
4375,<=50K
4376,<=50K
4377,>50K
4378,<=50K
4379,<=50K
4380,<=50K
4381,<=50K
4382,<=50K
4383,<=50K
4384,<=50K
4385,<=50K
4386,>50K
4387,<=50K
4388,<=50K
4389,<=50K
4390,<=50K
4391,<=50K
4392,<=50K
4393,<=50K
4394,<=50K
4395,<=50K
4396,<=50K
4397,<=50K
4398,<=50K
4399,<=50K
4400,<=50K
4401,<=50K
4402,<=50K
4403,<=50K
4404,<=50K
4405,<=50K
4406,<=50K
4407,<=50K
4408,<=50K
4409,<=50K
4410,<=50K
4411,<=50K
4412,>50K
4413,<=50K
4414,<=50K
4415,<=50K
4416,>50K
4417,<=50K
4418,<=50K
4419,<=50K
4420,<=50K
4421,>50K
4422,<=50K
4423,<=50K
4424,<=50K
4425,<=50K
4426,<=50K
4427,<=50K
4428,<=50K
4429,<=50K
4430,<=50K
4431,<=50K
4432,<=50K
4433,>50K
4434,<=50K
4435,<=50K
4436,<=50K
4437,<=50K
4438,<=50K
4439,<=50K
4440,>50K
4441,<=50K
4442,<=50K
4443,<=50K
4444,<=50K
4445,<=50K
4446,<=50K
4447,<=50K
4448,<=50K
4449,<=50K
4450,<=50K
4451,>50K
4452,<=50K
4453,<=50K
4454,<=50K
4455,<=50K
4456,<=50K
4457,<=50K
4458,<=50K
4459,<=50K
4460,<=50K
4461,<=50K
4462,<=50K
4463,<=50K
4464,>50K
4465,>50K
4466,<=50K
4467,<=50K
4468,>50K
4469,<=50K
4470,<=50K
4471,<=50K
4472,<=50K
4473,<=50K
4474,<=50K
4475,<=50K
4476,>50K
4477,>50K
4478,>50K
4479,>50K
4480,>50K
4481,<=50K
4482,<=50K
4483,<=50K
4484,<=50K
4485,<=50K
4486,>50K
4487,<=50K
4488,<=50K
4489,<=50K
4490,>50K
4491,<=50K
4492,<=50K
4493,<=50K
4494,<=50K
4495,<=50K
4496,<=50K
4497,<=50K
4498,<=50K
4499,<=50K
4500,<=50K
4501,<=50K
4502,<=50K
4503,>50K
4504,>50K
4505,<=50K
4506,>50K
4507,<=50K
4508,>50K
4509,<=50K
4510,<=50K
4511,<=50K
4512,<=50K
4513,<=50K
4514,<=50K
4515,<=50K
4516,<=50K
4517,<=50K
4518,<=50K
4519,>50K
4520,<=50K
4521,<=50K
4522,<=50K
4523,>50K
4524,<=50K
4525,<=50K
4526,<=50K
4527,<=50K
4528,>50K
4529,<=50K
4530,<=50K
4531,<=50K
4532,<=50K
4533,<=50K
4534,<=50K
4535,<=50K
4536,<=50K
4537,<=50K
4538,<=50K
4539,<=50K
4540,<=50K
4541,<=50K
4542,>50K
4543,<=50K
4544,<=50K
4545,<=50K
4546,>50K
4547,<=50K
4548,<=50K
4549,<=50K
4550,<=50K
4551,<=50K
4552,<=50K
4553,<=50K
4554,<=50K
4555,<=50K
4556,<=50K
4557,>50K
4558,<=50K
4559,<=50K
4560,>50K
4561,<=50K
4562,<=50K
4563,<=50K
4564,<=50K
4565,<=50K
4566,>50K
4567,<=50K
4568,<=50K
4569,<=50K
4570,<=50K
4571,<=50K
4572,<=50K
4573,<=50K
4574,<=50K
4575,<=50K
4576,<=50K
4577,>50K
4578,>50K
4579,<=50K
4580,<=50K
4581,<=50K
4582,>50K
4583,<=50K
4584,<=50K
4585,<=50K
4586,>50K
4587,<=50K
4588,<=50K
4589,<=50K
4590,<=50K
4591,>50K
4592,<=50K
4593,<=50K
4594,<=50K
4595,<=50K
4596,<=50K
4597,>50K
4598,<=50K
4599,<=50K
4600,>50K
4601,<=50K
4602,<=50K
4603,<=50K
4604,<=50K
4605,>50K
4606,>50K
4607,<=50K
4608,<=50K
4609,>50K
4610,<=50K
4611,<=50K
4612,<=50K
4613,<=50K
4614,>50K
4615,<=50K
4616,<=50K
4617,<=50K
4618,<=50K
4619,<=50K
4620,<=50K
4621,<=50K
4622,<=50K
4623,<=50K
4624,<=50K
4625,<=50K
4626,<=50K
4627,<=50K
4628,>50K
4629,<=50K
4630,<=50K
4631,<=50K
4632,<=50K
4633,<=50K
4634,<=50K
4635,<=50K
4636,>50K
4637,<=50K
4638,<=50K
4639,>50K
4640,<=50K
4641,<=50K
4642,<=50K
4643,<=50K
4644,<=50K
4645,<=50K
4646,<=50K
4647,<=50K
4648,>50K
4649,<=50K
4650,>50K
4651,<=50K
4652,<=50K
4653,<=50K
4654,<=50K
4655,>50K
4656,<=50K
4657,<=50K
4658,<=50K
4659,<=50K
4660,<=50K
4661,<=50K
4662,<=50K
4663,<=50K
4664,>50K
4665,<=50K
4666,<=50K
4667,>50K
4668,<=50K
4669,<=50K
4670,<=50K
4671,<=50K
4672,<=50K
4673,<=50K
4674,<=50K
4675,<=50K
4676,<=50K
4677,<=50K
4678,<=50K
4679,<=50K
4680,<=50K
4681,<=50K
4682,<=50K
4683,<=50K
4684,>50K
4685,>50K
4686,<=50K
4687,<=50K
4688,>50K
4689,<=50K
4690,<=50K
4691,<=50K
4692,<=50K
4693,<=50K
4694,<=50K
4695,<=50K
4696,<=50K
4697,<=50K
4698,<=50K
4699,<=50K
4700,<=50K
4701,<=50K
4702,<=50K
4703,<=50K
4704,<=50K
4705,<=50K
4706,<=50K
4707,<=50K
4708,<=50K
4709,>50K
4710,>50K
4711,<=50K
4712,>50K
4713,<=50K
4714,<=50K
4715,<=50K
4716,<=50K
4717,>50K
4718,<=50K
4719,<=50K
4720,<=50K
4721,<=50K
4722,<=50K
4723,<=50K
4724,<=50K
4725,<=50K
4726,<=50K
4727,>50K
4728,<=50K
4729,<=50K
4730,<=50K
4731,<=50K
4732,<=50K
4733,<=50K
4734,<=50K
4735,<=50K
4736,<=50K
4737,>50K
4738,<=50K
4739,<=50K
4740,>50K
4741,<=50K
4742,<=50K
4743,<=50K
4744,<=50K
4745,<=50K
4746,<=50K
4747,>50K
4748,<=50K
4749,<=50K
4750,<=50K
4751,<=50K
4752,<=50K
4753,<=50K
4754,<=50K
4755,<=50K
4756,>50K
4757,<=50K
4758,>50K
4759,<=50K
4760,<=50K
4761,<=50K
4762,>50K
4763,<=50K
4764,>50K
4765,<=50K
4766,<=50K
4767,>50K
4768,<=50K
4769,<=50K
4770,>50K
4771,<=50K
4772,<=50K
4773,<=50K
4774,<=50K
4775,<=50K
4776,>50K
4777,<=50K
4778,>50K
4779,<=50K
4780,>50K
4781,<=50K
4782,<=50K
4783,<=50K
4784,<=50K
4785,<=50K
4786,<=50K
4787,<=50K
4788,<=50K
4789,<=50K
4790,<=50K
4791,<=50K
4792,<=50K
4793,<=50K
4794,<=50K
4795,<=50K
4796,>50K
4797,<=50K
4798,<=50K
4799,>50K
4800,<=50K
4801,<=50K
4802,<=50K
4803,<=50K
4804,>50K
4805,<=50K
4806,<=50K
4807,<=50K
4808,<=50K
4809,<=50K
4810,<=50K
4811,<=50K
4812,<=50K
4813,<=50K
4814,<=50K
4815,<=50K
4816,<=50K
4817,<=50K
4818,<=50K
4819,<=50K
4820,>50K
4821,<=50K
4822,<=50K
4823,<=50K
4824,<=50K
4825,<=50K
4826,<=50K
4827,<=50K
4828,<=50K
4829,<=50K
4830,<=50K
4831,<=50K
4832,<=50K
4833,<=50K
4834,<=50K
4835,<=50K
4836,<=50K
4837,<=50K
4838,<=50K
4839,>50K
4840,>50K
4841,<=50K
4842,>50K
4843,<=50K
4844,<=50K
4845,<=50K
4846,<=50K
4847,<=50K
4848,<=50K
4849,<=50K
4850,<=50K
4851,<=50K
4852,>50K
4853,>50K
4854,<=50K
4855,<=50K
4856,<=50K
4857,<=50K
4858,<=50K
4859,>50K
4860,<=50K
4861,<=50K
4862,<=50K
4863,<=50K
4864,<=50K
4865,<=50K
4866,<=50K
4867,<=50K
4868,<=50K
4869,<=50K
4870,<=50K
4871,>50K
4872,<=50K
4873,<=50K
4874,<=50K
4875,<=50K
4876,<=50K
4877,<=50K
4878,<=50K
4879,<=50K
4880,<=50K
4881,<=50K
4882,<=50K
4883,<=50K
4884,<=50K
4885,>50K
4886,<=50K
4887,<=50K
4888,<=50K
4889,<=50K
4890,<=50K
4891,<=50K
4892,<=50K
4893,<=50K
4894,<=50K
4895,<=50K
4896,<=50K
4897,<=50K
4898,<=50K
4899,<=50K
4900,<=50K
4901,>50K
4902,<=50K
4903,>50K
4904,<=50K
4905,<=50K
4906,<=50K
4907,<=50K
4908,<=50K
4909,<=50K
4910,<=50K
4911,<=50K
4912,<=50K
4913,<=50K
4914,<=50K
4915,<=50K
4916,<=50K
4917,>50K
4918,<=50K
4919,<=50K
4920,>50K
4921,<=50K
4922,>50K
4923,<=50K
4924,<=50K
4925,<=50K
4926,<=50K
4927,<=50K
4928,<=50K
4929,<=50K
4930,>50K
4931,<=50K
4932,>50K
4933,<=50K
4934,<=50K
4935,<=50K
4936,<=50K
4937,<=50K
4938,>50K
4939,>50K
4940,<=50K
4941,<=50K
4942,<=50K
4943,<=50K
4944,>50K
4945,<=50K
4946,>50K
4947,<=50K
4948,<=50K
4949,<=50K
4950,<=50K
4951,<=50K
4952,<=50K
4953,<=50K
4954,<=50K
4955,<=50K
4956,<=50K
4957,<=50K
4958,<=50K
4959,>50K
4960,<=50K
4961,<=50K
4962,<=50K
4963,>50K
4964,>50K
4965,>50K
4966,<=50K
4967,<=50K
4968,<=50K
4969,>50K
4970,<=50K
4971,>50K
4972,<=50K
4973,<=50K
4974,>50K
4975,<=50K
4976,>50K
4977,<=50K
4978,<=50K
4979,>50K
4980,>50K
4981,<=50K
4982,>50K
4983,<=50K
4984,<=50K
4985,<=50K
4986,>50K
4987,<=50K
4988,<=50K
4989,>50K
4990,<=50K
4991,<=50K
4992,<=50K
4993,<=50K
4994,<=50K
4995,<=50K
4996,<=50K
4997,<=50K
4998,>50K
4999,<=50K
5000,<=50K
5001,>50K
5002,<=50K
5003,<=50K
5004,<=50K
5005,>50K
5006,<=50K
5007,<=50K
5008,<=50K
5009,<=50K
5010,<=50K
5011,<=50K
5012,<=50K
5013,<=50K
5014,<=50K
5015,<=50K
5016,<=50K
5017,<=50K
5018,<=50K
5019,<=50K
5020,<=50K
5021,>50K
5022,<=50K
5023,<=50K
5024,<=50K
5025,<=50K
5026,<=50K
5027,<=50K
5028,<=50K
5029,<=50K
5030,<=50K
5031,<=50K
5032,<=50K
5033,<=50K
5034,<=50K
5035,>50K
5036,<=50K
5037,<=50K
5038,>50K
5039,<=50K
5040,<=50K
5041,<=50K
5042,>50K
5043,<=50K
5044,<=50K
5045,<=50K
5046,<=50K
5047,<=50K
5048,<=50K
5049,<=50K
5050,<=50K
5051,<=50K
5052,>50K
5053,<=50K
5054,<=50K
5055,<=50K
5056,<=50K
5057,<=50K
5058,<=50K
5059,<=50K
5060,<=50K
5061,<=50K
5062,>50K
5063,>50K
5064,<=50K
5065,<=50K
5066,<=50K
5067,<=50K
5068,<=50K
5069,<=50K
5070,<=50K
5071,<=50K
5072,<=50K
5073,<=50K
5074,<=50K
5075,<=50K
5076,>50K
5077,>50K
5078,<=50K
5079,<=50K
5080,<=50K
5081,>50K
5082,<=50K
5083,<=50K
5084,<=50K
5085,>50K
5086,<=50K
5087,>50K
5088,<=50K
5089,<=50K
5090,<=50K
5091,<=50K
5092,<=50K
5093,<=50K
5094,>50K
5095,<=50K
5096,>50K
5097,<=50K
5098,<=50K
5099,<=50K
5100,<=50K
5101,<=50K
5102,<=50K
5103,<=50K
5104,>50K
5105,<=50K
5106,<=50K
5107,<=50K
5108,<=50K
5109,<=50K
5110,<=50K
5111,<=50K
5112,<=50K
5113,<=50K
5114,<=50K
5115,>50K
5116,<=50K
5117,<=50K
5118,<=50K
5119,<=50K
5120,<=50K
5121,<=50K
5122,<=50K
5123,<=50K
5124,<=50K
5125,<=50K
5126,<=50K
5127,<=50K
5128,<=50K
5129,<=50K
5130,<=50K
5131,<=50K
5132,<=50K
5133,<=50K
5134,<=50K
5135,<=50K
5136,<=50K
5137,<=50K
5138,<=50K
5139,<=50K
5140,<=50K
5141,<=50K
5142,<=50K
5143,>50K
5144,<=50K
5145,<=50K
5146,<=50K
5147,<=50K
5148,<=50K
5149,<=50K
5150,<=50K
5151,<=50K
5152,<=50K
5153,<=50K
5154,<=50K
5155,<=50K
5156,<=50K
5157,>50K
5158,<=50K
5159,<=50K
5160,<=50K
5161,<=50K
5162,<=50K
5163,<=50K
5164,>50K
5165,<=50K
5166,<=50K
5167,<=50K
5168,>50K
5169,<=50K
5170,<=50K
5171,<=50K
5172,<=50K
5173,<=50K
5174,<=50K
5175,<=50K
5176,<=50K
5177,<=50K
5178,<=50K
5179,<=50K
5180,<=50K
5181,<=50K
5182,<=50K
5183,>50K
5184,<=50K
5185,<=50K
5186,<=50K
5187,<=50K
5188,<=50K
5189,<=50K
5190,<=50K
5191,<=50K
5192,<=50K
5193,<=50K
5194,<=50K
5195,<=50K
5196,<=50K
5197,<=50K
5198,>50K
5199,>50K
5200,<=50K
5201,<=50K
5202,>50K
5203,<=50K
5204,<=50K
5205,>50K
5206,<=50K
5207,<=50K
5208,<=50K
5209,<=50K
5210,<=50K
5211,<=50K
5212,<=50K
5213,<=50K
5214,<=50K
5215,<=50K
5216,<=50K
5217,<=50K
5218,<=50K
5219,<=50K
5220,>50K
5221,<=50K
5222,<=50K
5223,<=50K
5224,<=50K
5225,<=50K
5226,<=50K
5227,<=50K
5228,>50K
5229,<=50K
5230,<=50K
5231,<=50K
5232,<=50K
5233,<=50K
5234,<=50K
5235,>50K
5236,<=50K
5237,<=50K
5238,<=50K
5239,<=50K
5240,<=50K
5241,>50K
5242,>50K
5243,<=50K
5244,<=50K
5245,<=50K
5246,<=50K
5247,<=50K
5248,<=50K
5249,>50K
5250,<=50K
5251,<=50K
5252,<=50K
5253,<=50K
5254,<=50K
5255,<=50K
5256,<=50K
5257,<=50K
5258,>50K
5259,<=50K
5260,>50K
5261,<=50K
5262,<=50K
5263,<=50K
5264,<=50K
5265,<=50K
5266,<=50K
5267,<=50K
5268,<=50K
5269,<=50K
5270,<=50K
5271,<=50K
5272,<=50K
5273,<=50K
5274,>50K
5275,<=50K
5276,<=50K
5277,<=50K
5278,<=50K
5279,<=50K
5280,<=50K
5281,<=50K
5282,<=50K
5283,<=50K
5284,<=50K
5285,<=50K
5286,>50K
5287,<=50K
5288,<=50K
5289,<=50K
5290,<=50K
5291,<=50K
5292,<=50K
5293,<=50K
5294,<=50K
5295,<=50K
5296,<=50K
5297,<=50K
5298,<=50K
5299,<=50K
5300,<=50K
5301,<=50K
5302,>50K
5303,<=50K
5304,<=50K
5305,<=50K
5306,<=50K
5307,<=50K
5308,<=50K
5309,<=50K
5310,<=50K
5311,>50K
5312,<=50K
5313,<=50K
5314,<=50K
5315,<=50K
5316,<=50K
5317,<=50K
5318,<=50K
5319,<=50K
5320,<=50K
5321,<=50K
5322,<=50K
5323,<=50K
5324,<=50K
5325,<=50K
5326,<=50K
5327,>50K
5328,<=50K
5329,<=50K
5330,<=50K
5331,<=50K
5332,<=50K
5333,<=50K
5334,<=50K
5335,<=50K
5336,<=50K
5337,<=50K
5338,<=50K
5339,<=50K
5340,<=50K
5341,<=50K
5342,>50K
5343,<=50K
5344,<=50K
5345,<=50K
5346,<=50K
5347,<=50K
5348,<=50K
5349,<=50K
5350,<=50K
5351,<=50K
5352,<=50K
5353,<=50K
5354,<=50K
5355,<=50K
5356,<=50K
5357,<=50K
5358,>50K
5359,<=50K
5360,<=50K
5361,>50K
5362,<=50K
5363,<=50K
5364,<=50K
5365,<=50K
5366,<=50K
5367,<=50K
5368,<=50K
5369,<=50K
5370,<=50K
5371,<=50K
5372,<=50K
5373,<=50K
5374,<=50K
5375,<=50K
5376,>50K
5377,<=50K
5378,<=50K
5379,<=50K
5380,<=50K
5381,<=50K
5382,<=50K
5383,<=50K
5384,<=50K
5385,<=50K
5386,<=50K
5387,<=50K
5388,>50K
5389,<=50K
5390,<=50K
5391,<=50K
5392,>50K
5393,<=50K
5394,<=50K
5395,<=50K
5396,<=50K
5397,<=50K
5398,>50K
5399,>50K
5400,<=50K
5401,<=50K
5402,<=50K
5403,<=50K
5404,<=50K
5405,>50K
5406,>50K
5407,<=50K
5408,>50K
5409,<=50K
5410,<=50K
5411,<=50K
5412,<=50K
5413,<=50K
5414,<=50K
5415,>50K
5416,<=50K
5417,<=50K
5418,<=50K
5419,>50K
5420,<=50K
5421,>50K
5422,<=50K
5423,<=50K
5424,<=50K
5425,<=50K
5426,<=50K
5427,<=50K
5428,>50K
5429,<=50K
5430,<=50K
5431,<=50K
5432,<=50K
5433,<=50K
5434,<=50K
5435,<=50K
5436,>50K
5437,<=50K
5438,<=50K
5439,<=50K
5440,<=50K
5441,<=50K
5442,<=50K
5443,<=50K
5444,<=50K
5445,<=50K
5446,<=50K
5447,<=50K
5448,<=50K
5449,<=50K
5450,<=50K
5451,<=50K
5452,<=50K
5453,<=50K
5454,<=50K
5455,<=50K
5456,<=50K
5457,>50K
5458,<=50K
5459,>50K
5460,<=50K
5461,<=50K
5462,<=50K
5463,<=50K
5464,<=50K
5465,>50K
5466,<=50K
5467,<=50K
5468,<=50K
5469,<=50K
5470,<=50K
5471,<=50K
5472,<=50K
5473,>50K
5474,>50K
5475,<=50K
5476,<=50K
5477,<=50K
5478,<=50K
5479,<=50K
5480,<=50K
5481,>50K
5482,<=50K
5483,<=50K
5484,>50K
5485,<=50K
5486,>50K
5487,<=50K
5488,<=50K
5489,<=50K
5490,<=50K
5491,<=50K
5492,<=50K
5493,<=50K
5494,<=50K
5495,>50K
5496,<=50K
5497,<=50K
5498,<=50K
5499,<=50K
5500,<=50K
5501,<=50K
5502,>50K
5503,<=50K
5504,<=50K
5505,<=50K
5506,<=50K
5507,<=50K
5508,<=50K
5509,>50K
5510,>50K
5511,<=50K
5512,<=50K
5513,<=50K
5514,<=50K
5515,<=50K
5516,>50K
5517,<=50K
5518,<=50K
5519,<=50K
5520,<=50K
5521,<=50K
5522,<=50K
5523,<=50K
5524,<=50K
5525,<=50K
5526,<=50K
5527,<=50K
5528,<=50K
5529,>50K
5530,<=50K
5531,<=50K
5532,>50K
5533,<=50K
5534,>50K
5535,>50K
5536,<=50K
5537,>50K
5538,<=50K
5539,<=50K
5540,<=50K
5541,<=50K
5542,<=50K
5543,<=50K
5544,<=50K
5545,<=50K
5546,<=50K
5547,<=50K
5548,<=50K
5549,<=50K
5550,<=50K
5551,<=50K
5552,<=50K
5553,<=50K
5554,<=50K
5555,>50K
5556,<=50K
5557,>50K
5558,<=50K
5559,<=50K
5560,<=50K
5561,<=50K
5562,<=50K
5563,<=50K
5564,<=50K
5565,<=50K
5566,<=50K
5567,<=50K
5568,<=50K
5569,<=50K
5570,<=50K
5571,<=50K
5572,<=50K
5573,<=50K
5574,<=50K
5575,<=50K
5576,<=50K
5577,>50K
5578,<=50K
5579,<=50K
5580,<=50K
5581,<=50K
5582,<=50K
5583,<=50K
5584,<=50K
5585,<=50K
5586,<=50K
5587,<=50K
5588,<=50K
5589,<=50K
5590,>50K
5591,<=50K
5592,<=50K
5593,<=50K
5594,<=50K
5595,<=50K
5596,<=50K
5597,<=50K
5598,>50K
5599,>50K
5600,<=50K
5601,<=50K
5602,>50K
5603,<=50K
5604,<=50K
5605,<=50K
5606,<=50K
5607,>50K
5608,<=50K
5609,<=50K
5610,>50K
5611,<=50K
5612,<=50K
5613,<=50K
5614,<=50K
5615,<=50K
5616,<=50K
5617,<=50K
5618,<=50K
5619,<=50K
5620,<=50K
5621,>50K
5622,<=50K
5623,<=50K
5624,<=50K
5625,<=50K
5626,>50K
5627,<=50K
5628,<=50K
5629,<=50K
5630,<=50K
5631,<=50K
5632,<=50K
5633,<=50K
5634,<=50K
5635,<=50K
5636,<=50K
5637,<=50K
5638,<=50K
5639,>50K
5640,<=50K
5641,<=50K
5642,<=50K
5643,>50K
5644,<=50K
5645,<=50K
5646,<=50K
5647,<=50K
5648,<=50K
5649,<=50K
5650,<=50K
5651,<=50K
5652,<=50K
5653,<=50K
5654,<=50K
5655,<=50K
5656,<=50K
5657,<=50K
5658,<=50K
5659,<=50K
5660,>50K
5661,>50K
5662,<=50K
5663,<=50K
5664,<=50K
5665,<=50K
5666,<=50K
5667,<=50K
5668,<=50K
5669,<=50K
5670,<=50K
5671,<=50K
5672,>50K
5673,<=50K
5674,<=50K
5675,<=50K
5676,>50K
5677,>50K
5678,>50K
5679,<=50K
5680,>50K
5681,<=50K
5682,<=50K
5683,>50K
5684,<=50K
5685,<=50K
5686,<=50K
5687,>50K
5688,<=50K
5689,>50K
5690,<=50K
5691,>50K
5692,<=50K
5693,<=50K
5694,<=50K
5695,<=50K
5696,<=50K
5697,<=50K
5698,<=50K
5699,>50K
5700,<=50K
5701,>50K
5702,>50K
5703,<=50K
5704,<=50K
5705,<=50K
5706,<=50K
5707,<=50K
5708,<=50K
5709,<=50K
5710,<=50K
5711,<=50K
5712,<=50K
5713,>50K
5714,<=50K
5715,<=50K
5716,<=50K
5717,<=50K
5718,<=50K
5719,<=50K
5720,>50K
5721,<=50K
5722,<=50K
5723,<=50K
5724,>50K
5725,<=50K
5726,<=50K
5727,<=50K
5728,<=50K
5729,<=50K
5730,<=50K
5731,<=50K
5732,<=50K
5733,<=50K
5734,<=50K
5735,<=50K
5736,<=50K
5737,<=50K
5738,<=50K
5739,<=50K
5740,>50K
5741,<=50K
5742,<=50K
5743,<=50K
5744,<=50K
5745,<=50K
5746,<=50K
5747,<=50K
5748,<=50K
5749,<=50K
5750,<=50K
5751,<=50K
5752,<=50K
5753,<=50K
5754,>50K
5755,>50K
5756,<=50K
5757,<=50K
5758,>50K
5759,>50K
5760,<=50K
5761,<=50K
5762,<=50K
5763,<=50K
5764,<=50K
5765,<=50K
5766,<=50K
5767,<=50K
5768,<=50K
5769,<=50K
5770,<=50K
5771,<=50K
5772,<=50K
5773,<=50K
5774,<=50K
5775,<=50K
5776,<=50K
5777,<=50K
5778,<=50K
5779,<=50K
5780,<=50K
5781,<=50K
5782,<=50K
5783,<=50K
5784,<=50K
5785,<=50K
5786,<=50K
5787,<=50K
5788,>50K
5789,<=50K
5790,<=50K
5791,<=50K
5792,<=50K
5793,<=50K
5794,>50K
5795,<=50K
5796,<=50K
5797,<=50K
5798,<=50K
5799,<=50K
5800,<=50K
5801,<=50K
5802,<=50K
5803,<=50K
5804,<=50K
5805,<=50K
5806,>50K
5807,>50K
5808,<=50K
5809,<=50K
5810,<=50K
5811,<=50K
5812,<=50K
5813,<=50K
5814,<=50K
5815,<=50K
5816,<=50K
5817,<=50K
5818,<=50K
5819,>50K
5820,<=50K
5821,<=50K
5822,<=50K
5823,<=50K
5824,<=50K
5825,<=50K
5826,<=50K
5827,<=50K
5828,<=50K
5829,<=50K
5830,<=50K
5831,<=50K
5832,<=50K
5833,<=50K
5834,<=50K
5835,<=50K
5836,<=50K
5837,<=50K
5838,>50K
5839,>50K
5840,>50K
5841,>50K
5842,>50K
5843,<=50K
5844,<=50K
5845,<=50K
5846,<=50K
5847,<=50K
5848,>50K
5849,>50K
5850,<=50K
5851,<=50K
5852,<=50K
5853,<=50K
5854,<=50K
5855,<=50K
5856,>50K
5857,<=50K
5858,<=50K
5859,<=50K
5860,<=50K
5861,<=50K
5862,>50K
5863,<=50K
5864,<=50K
5865,<=50K
5866,>50K
5867,<=50K
5868,<=50K
5869,<=50K
5870,<=50K
5871,<=50K
5872,<=50K
5873,<=50K
5874,<=50K
5875,<=50K
5876,<=50K
5877,>50K
5878,>50K
5879,<=50K
5880,<=50K
5881,<=50K
5882,<=50K
5883,>50K
5884,<=50K
5885,<=50K
5886,<=50K
5887,<=50K
5888,<=50K
5889,>50K
5890,<=50K
5891,<=50K
5892,<=50K
5893,<=50K
5894,<=50K
5895,<=50K
5896,<=50K
5897,<=50K
5898,<=50K
5899,<=50K
5900,<=50K
5901,<=50K
5902,<=50K
5903,<=50K
5904,<=50K
5905,<=50K
5906,>50K
5907,<=50K
5908,<=50K
5909,<=50K
5910,<=50K
5911,>50K
5912,<=50K
5913,<=50K
5914,<=50K
5915,>50K
5916,<=50K
5917,<=50K
5918,<=50K
5919,>50K
5920,>50K
5921,<=50K
5922,>50K
5923,<=50K
5924,<=50K
5925,<=50K
5926,<=50K
5927,>50K
5928,<=50K
5929,<=50K
5930,>50K
5931,<=50K
5932,>50K
5933,<=50K
5934,<=50K
5935,<=50K
5936,<=50K
5937,<=50K
5938,<=50K
5939,<=50K
5940,<=50K
5941,<=50K
5942,<=50K
5943,<=50K
5944,<=50K
5945,<=50K
5946,<=50K
5947,<=50K
5948,<=50K
5949,<=50K
5950,<=50K
5951,<=50K
5952,<=50K
5953,<=50K
5954,<=50K
5955,<=50K
5956,<=50K
5957,<=50K
5958,>50K
5959,<=50K
5960,<=50K
5961,<=50K
5962,>50K
5963,<=50K
5964,<=50K
5965,<=50K
5966,>50K
5967,<=50K
5968,<=50K
5969,<=50K
5970,<=50K
5971,<=50K
5972,<=50K
5973,<=50K
5974,<=50K
5975,<=50K
5976,<=50K
5977,>50K
5978,<=50K
5979,<=50K
5980,<=50K
5981,<=50K
5982,>50K
5983,<=50K
5984,<=50K
5985,<=50K
5986,<=50K
5987,<=50K
5988,<=50K
5989,<=50K
5990,<=50K
5991,<=50K
5992,<=50K
5993,<=50K
5994,<=50K
5995,<=50K
5996,>50K
5997,<=50K
5998,>50K
5999,<=50K
6000,<=50K
6001,<=50K
6002,<=50K
6003,>50K
6004,<=50K
6005,>50K
6006,<=50K
6007,<=50K
6008,<=50K
6009,<=50K
6010,<=50K
6011,<=50K
6012,<=50K
6013,<=50K
6014,<=50K
6015,>50K
6016,<=50K
6017,<=50K
6018,<=50K
6019,<=50K
6020,<=50K
6021,<=50K
6022,<=50K
6023,<=50K
6024,<=50K
6025,>50K
6026,<=50K
6027,<=50K
6028,<=50K
6029,<=50K
6030,<=50K
6031,<=50K
6032,<=50K
6033,<=50K
6034,<=50K
6035,<=50K
6036,>50K
6037,<=50K
6038,<=50K
6039,<=50K
6040,<=50K
6041,>50K
6042,<=50K
6043,<=50K
6044,>50K
6045,>50K
6046,<=50K
6047,<=50K
6048,<=50K
6049,<=50K
6050,<=50K
6051,<=50K
6052,<=50K
6053,<=50K
6054,>50K
6055,<=50K
6056,<=50K
6057,<=50K
6058,>50K
6059,>50K
6060,<=50K
6061,>50K
6062,>50K
6063,<=50K
6064,<=50K
6065,<=50K
6066,<=50K
6067,<=50K
6068,>50K
6069,<=50K
6070,<=50K
6071,<=50K
6072,<=50K
6073,<=50K
6074,<=50K
6075,<=50K
6076,>50K
